id,n_base,authorMeta/digg,authorMeta/fans,authorMeta/following,authorMeta/heart,authorMeta/name,authorMeta/nickName,authorMeta/profileUrl,authorMeta/signature,authorMeta/video,shareCount,playCount,diggCount,collectCount,des,createTimeISO,webVideoUrl,webVideoUrlc,funciona ,des.1,idt,Unnamed: 22,Unnamed: 23,memo_id,actividad,auditivo,cartel,comentarios_x,eauditivo,eauditvo,evisual,intencion,lugar,notas,otro,actividad.alarde,actividad.apologiad,actividad.comedia,actividad.concierto,actividad.declaracionpertenencia,actividad.entrevista,actividad.fiesta,actividad.homenaje,actividad.noticia,actividad.opinion,actividad.postenfrentamiento,actividad.proejercito,actividad.puntero,actividad.recorrido,actividad.replica,actividad.tareas,actividad.vental,actividad.videojuego,actividad.videomusical,auditivo.audioviral,auditivo.comunicaciontactica,cartel.2r,cartel.caf,cartel.cdnz,cartel.cds,cartel.chap,cartel.chapo,cartel.cjng,cartel.gobierno,cartel.mayitos,cartel.mencho,cartel.mz,cartel.ncdj,cartel.no,cartel.noreste,cartel.tropainfierno,cartel.vicentezambada,cartel.zetas,comentarios_y,comentarios.gral,comentarios.menciongco,comentarios.reclutamiento,auditivo.audiovid,auditivo.locucion,auditivo.musica,auditivo.musica_belica,auditivo.no,auditivo.narcocorrido,evisual.altar,evisual.armasv,evisual.baile,evisual.convoy,evisual.dañosbelicos,evisual.dinero,evisual.grabaciónprograma,evisual.meme,evisual.mouthsmah,evisual.mujeres,evisual.no,evisual.radio,evisual.repost,evisual.ropa,evisual.siglasv,evisual.texto,evisual.uniformesv,evisual.vidorginal,intencion.alertar,intencion.burlavs,intencion.ciudadano,intencion.comercio,intencion.esvida,intencion.glorificacion,intencion.gobierno,intencion.identidad,intencion.imitacion,intencion.informar,intencion.ironizar,intencion.legitmiacion,intencion.miedo,intencion.propaganda,intencion.queja,intencion.reclutamiento,intencion.visibilidad,lugar.cln,lugar.gdl,lugar.slp,lugar.tjn,notas.ejemplo,otro.serietv,evisual.conduccion,actividad.,evisual.despliegue,intencion.acusar,lugar.tuxtlag,evisual.alcohol,cartel.golfo,cartel.chukys,evisual.joyas,lugar.nl,lugar.sonora,lugar.durango,auditivo.balazos,evisual.niños,lugar.nayarit,lugar.clya,otro.trend,cartel.ruso,lugar.usa,cartel.cartlgdl,lugar.bjc,lugar.cdmx,actividad.actividad,cartel.desinaloa,cartel.jaliscong,cartel.neste,cartel.nz,cartel.mayizamz,cartel.chapizachapo,evisual.vehiculos,evisual.inmuebles,lugar.jal,lugar.chiap,union
2051,3,11400,13100,111,218400,zeynepicdnz,𝐙 𝐄 𝐘 𝐍 𝐄 𝐏 ³,https://www.tiktok.com/@zeynepicdnz,"MOM³ - UGC - FASHION - TALKS - LIFESTYLE
zicdeniz27@gmail.com
IG: @zeynepicdnz",121,34,113600,742,136,Hilfe! #kita #kitamama #ganztagsbetreuung #mutterrechte ,2025-05-16T17:51:32.000Z,https://www.tiktok.com/@zeynepicdnz/video/7505102682718309654,https://www.tiktok.com/@zeynepicdnz/video/7505102682718309654,0,,2051,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-zeynepicdn-20250516175132-7505102682718309654,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-zeynepicdn-20250516175132-7505102682718309654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2052,3,30400,16100,179,14600,maifragrances_,Mai Fragrance,https://www.tiktok.com/@maifragrances_,"Made in +60
Selling only the best smelling perfumes in the market
Get yours now!",21,46,55100,618,240,Cdn intense men ni always on top. Sangat masculine and sangat wangi. Try dulu baru tahu onz tak onz  #clubdenuitintenseman ,2025-01-28T10:47:12.000Z,https://www.tiktok.com/@maifragrances_/video/7464916130948336904,https://www.tiktok.com/@maifragrances_/video/7464916130948336904,0,,2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2053,3,31700,9745,9999,122300,chiricuazo6667,Chiricuazo😈,https://www.tiktok.com/@chiricuazo6667,"Tamaulipas👹🇲🇽😎😈
   Chiricuazo666👹
Call of duty",1456,103,20000,1444,353,#makabelico_oficial #chamukov1 #cdn #makalovers😍❤️🥷 #likesitegusto👍🏼❤️ ,2025-05-01T00:49:57.000Z,https://www.tiktok.com/@chiricuazo6667/video/7499273075733597471,https://www.tiktok.com/@chiricuazo6667/video/7499273075733597471,1,1,2053,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-chiricuazo-20250501004957-7499273075733597471,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-chiricuazo-20250501004957-7499273075733597471,2053,2053,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2054,3,6477,8515,4882,49300,eljm0809,eL JM 🔙,https://www.tiktok.com/@eljm0809,"Contenido para divertir y entretener.
Si les gustaría aprender a editar, ⬇️👍",152,7,4136,409,12,#gta #gtaonline #gtanarcos #gtarolplay #narcomarketing #rockstargames #foryou #parati #viral #gta5clips #cdgn #comandodelgolfo,2021-08-07T05:06:52.000Z,https://www.tiktok.com/@eljm0809/video/6993550268675656966,https://www.tiktok.com/@eljm0809/video/6993550268675656966,1,1,2054,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-eljm0809-20210807050652-6993550268675656966,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-eljm0809-20210807050652-6993550268675656966,2054,2054,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2055,3,8,18,9,75,gta5onlinenarcos,gtaonlinecartel,https://www.tiktok.com/@gta5onlinenarcos,"Yt is GTA5onlinenarcos
Ps4 user is peaked-sheet5
GTA 5 cartel rp",2,2,1028,55,9,Edited by: @not_steven33 #gtanarco #gtaonline #gtav #gtarp #gtacartelcommunity #gtacartel #gtaonlinecartel ,2023-04-10T09:39:05.000Z,https://www.tiktok.com/@gta5onlinenarcos/video/7220353031408438574,https://www.tiktok.com/@gta5onlinenarcos/video/7220353031408438574,0,,2055,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-gta5online-20230410093905-7220353031408438574,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-gta5online-20230410093905-7220353031408438574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2056,3,35400,566,1236,1247,freiwilderin86,Karo,https://www.tiktok.com/@freiwilderin86,"Karo/Wilma '86 Gaming Content...

Twitch: Freiwilderin86wilma",32,0,1184,76,25,Wilma lieb haben xD #gta5 #gta5online #gta5_funny #gtarp #gtarpmoments #gtav #funny #hug2 #wilmis #diedixons #gtarpfunnymoments #gtaroleplay #gta #narco #narcocity #gtanarco #gtanarcocity ,2023-02-16T03:22:23.000Z,https://www.tiktok.com/@freiwilderin86/video/7200588847460207878,https://www.tiktok.com/@freiwilderin86/video/7200588847460207878,0,,2056,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-freiwilder-20230216032223-7200588847460207878,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-freiwilder-20230216032223-7200588847460207878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2057,3,260,222,7,5770,victtor..codmobile,COD,https://www.tiktok.com/@victtor..codmobile,"SEGUIDORES
 10✅
 100✅
 200❌
ID de COD:  1vevtorñ",90,2,454,19,2,narcos  #gta #gtaviral #gta ,2025-02-20T22:07:50.000Z,https://www.tiktok.com/@victtor..codmobile/video/7473626302428319006,https://www.tiktok.com/@victtor..codmobile/video/7473626302428319006,0,,2057,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-victtorcod-20250220220750-7473626302428319006,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-victtorcod-20250220220750-7473626302428319006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2058,3,479,27600,57,4900000,hamuchin,Hamuchin,https://www.tiktok.com/@hamuchin,YouTube: Averrr,419,0,722,47,5,#gta #gtanarcos #sandyshorescartel #defcon3 ,2023-05-16T21:49:20.000Z,https://www.tiktok.com/@hamuchin/video/7233900668447100202,https://www.tiktok.com/@hamuchin/video/7233900668447100202,0,,2058,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-hamuchin-20230516214920-7233900668447100202,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-hamuchin-20230516214920-7233900668447100202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2059,3,27400,1532,820,14700,fskickz,FsKickz 🎧🎮🇱🇷🇲🇽,https://www.tiktok.com/@fskickz,"🟢XBOX New Gen🟢
GT: FsKickz
Relationship Status: ***(TAKEN)**
I ❤️ My Girl",708,0,501,28,2,#CapCut #bossmade #mob #gtacartel #gtanarco #gtanarcos #gtanarcomexico #gtanarcosonline🇲🇽🇲🇽 #gtacartel #gtacar #bigboss #bossmoves #gta #mobties #gta #gta5 #gtav #gta5online #xbox #xboxone #xboxseriesx #xbox #mexico #mexico🇲🇽 #vivamexico ,2024-01-06T12:07:50.000Z,https://www.tiktok.com/@fskickz/video/7320955494363893035,https://www.tiktok.com/@fskickz/video/7320955494363893035,1,1,2059,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-fskickz-20240106120750-7320955494363893035,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-fskickz-20240106120750-7320955494363893035,2059,2059,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
2060,3,6477,8515,4882,49300,eljm0809,eL JM 🔙,https://www.tiktok.com/@eljm0809,"Contenido para divertir y entretener.
Si les gustaría aprender a editar, ⬇️👍",152,9,11600,414,17,Nueva indumentaria. Nuevo color. #gta5 #gtaonline #rockstargames #xboxseriess #fypシ #gtacrew #narcomarketing #gtaonlinetiktok #gtaroleplay #gtanarcos,2021-06-18T14:39:28.000Z,https://www.tiktok.com/@eljm0809/video/6975143518406708486,https://www.tiktok.com/@eljm0809/video/6975143518406708486,1,1,2060,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-eljm0809-20210618143928-6975143518406708486,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-eljm0809-20210618143928-6975143518406708486,2060,2060,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2061,3,410,7755,6,510800,turkish_mafiaa,Don Pablo,https://www.tiktok.com/@turkish_mafiaa,"Leader of Hbibi / Narcos Assignments

8K ✅?

Abonnes-toi (Surprise au 10K👀)",128,886,1200000,25800,1464,Narcos assignment #5 | Partie 5 | #gtaonline ,2025-02-08T19:06:54.000Z,https://www.tiktok.com/@turkish_mafiaa/video/7469126842214190359,https://www.tiktok.com/@turkish_mafiaa/video/7469126842214190359,0,,2061,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-turkish_ma-20250208190654-7469126842214190359,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-turkish_ma-20250208190654-7469126842214190359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2062,3,620,52,8,2581,blockbounty6,Blockbounty,https://www.tiktok.com/@blockbounty6,"🎮 Minecraft, Fortnite & GTA clips
🔥 Builds, battles & epic moments",28,32,22500,343,45,#fyp #gta5_funny #gtarp #carte1 #gta5 #narco #mexico #michoacan #fyp ,2025-03-07T21:23:02.000Z,https://www.tiktok.com/@blockbounty6/video/7479181097545272606,https://www.tiktok.com/@blockbounty6/video/7479181097545272606,0,,2062,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-blockbount-20250307212302-7479181097545272606,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-blockbount-20250307212302-7479181097545272606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2063,3,20800,8926,1508,120500,stephanieytbe,💖★𝐸𝓈𝓉𝑒𝒻𝒶𝓃𝒾𝒶★💖,https://www.tiktok.com/@stephanieytbe,"🖤If you love the color black as much as I do,🖤 we can be friends🖤🤗",100,3,25100,331,22,#gtanarco #gta6 #gtav #parati #viraltiktok #viralvideo #viral #superviral #gtapolice #gtaclips #gta5game #gtasicario  me regalarías un corazón te lo agradecería mucho ❤️❤️❤️❤️,2024-01-08T15:17:06.000Z,https://www.tiktok.com/@stephanieytbe/video/7321746814175087878,https://www.tiktok.com/@stephanieytbe/video/7321746814175087878,0,,2063,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-stephaniey-20240108151706-7321746814175087878,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-stephaniey-20240108151706-7321746814175087878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2064,3,25400,1490,8324,1830,dario_bbt07,dario_bbt,https://www.tiktok.com/@dario_bbt07,"🥊🥊
ig/dariiooloopez
Barbate/cadiz 📍",30,65,19400,420,58,#server #fivem #marruecos🇲🇦🇪🇸españa #narcolancha😎 #nador #gta #cadiz ,2025-02-02T18:29:49.000Z,https://www.tiktok.com/@dario_bbt07/video/7466890770109205782,https://www.tiktok.com/@dario_bbt07/video/7466890770109205782,0,,2064,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-dario_bbt0-20250202182949-7466890770109205782,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-dario_bbt0-20250202182949-7466890770109205782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2065,3,410,7755,6,510800,turkish_mafiaa,Don Pablo,https://www.tiktok.com/@turkish_mafiaa,"Leader of Hbibi / Narcos Assignments

8K ✅?

Abonnes-toi (Surprise au 10K👀)",128,29,122200,646,60,Narcos assignment #12 | Partie 12 | #gtaonline ,2025-02-15T19:14:09.000Z,https://www.tiktok.com/@turkish_mafiaa/video/7471726301368421654,https://www.tiktok.com/@turkish_mafiaa/video/7471726301368421654,0,,2065,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-turkish_ma-20250215191409-7471726301368421654,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-turkish_ma-20250215191409-7471726301368421654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2066,3,510,45,5,668,loscrazyclowns5,Crazy clowns,https://www.tiktok.com/@loscrazyclowns5,Subscríbanse al canal de YouTube 🙏🏼‼️,11,2,852,40,1,Nadie se mete con los payasos haha #fyp #foryoupage #gta5 #gta5online #gta5clips #gtanarco #viral #payasoslocos ,2022-12-15T03:23:28.000Z,https://www.tiktok.com/@loscrazyclowns5/video/7177210739365596458,https://www.tiktok.com/@loscrazyclowns5/video/7177210739365596458,1,1,2066,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-loscrazycl-20221215032328-7177210739365596458,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-loscrazycl-20221215032328-7177210739365596458,2066,2066,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2067,3,26200,2060,2579,47100,gamesfwt1,GAMESFWT,https://www.tiktok.com/@gamesfwt1,"Twitch:
https://discord.gg/SAm9Bzsj 
Discord:
⬇️",70,113,2832,101,8,#gta5 #parati #fypシ #roleplay #narco #xbox #,2023-05-15T05:54:04.000Z,https://www.tiktok.com/@gamesfwt1/video/7233283440580250885,https://www.tiktok.com/@gamesfwt1/video/7233283440580250885,1,1,2067,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-gamesfwt1-20230515055404-7233283440580250885,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-gamesfwt1-20230515055404-7233283440580250885,2067,2067,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
2068,3,430,67,34,7289,brigada.fusca,BRIGADA FUSCA,https://www.tiktok.com/@brigada.fusca,https://socialclub.rockstargames.com/crew/brigada_fusca/hierarchy,24,17,2459,175,11,Despejen la pista #fypシ #gta5 #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #narco ,2025-03-07T23:48:13.000Z,https://www.tiktok.com/@brigada.fusca/video/7479218626071923973,https://www.tiktok.com/@brigada.fusca/video/7479218626071923973,0,,2068,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-brigadafus-20250307234813-7479218626071923973,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-brigadafus-20250307234813-7479218626071923973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2069,3,27400,1532,820,14700,fskickz,FsKickz 🎧🎮🇱🇷🇲🇽,https://www.tiktok.com/@fskickz,"🟢XBOX New Gen🟢
GT: FsKickz
Relationship Status: ***(TAKEN)**
I ❤️ My Girl",708,1,477,22,0,#CapCut #lilmabu #lilmabuedit #lilmabu😈 #gtanarcos #gtanarcomexico #gtanarcosonline🇲🇽🇲🇽 #gtacartel #gtacar #bigboss #bossmoves #mobties #gta #gta5 #gtav #gta5online #xboxone #xbox #xboxone #xboxseriesx #xboxseriess #outwiththeoldinwiththenew ,2024-01-08T08:51:49.000Z,https://www.tiktok.com/@fskickz/video/7321647036070219051,https://www.tiktok.com/@fskickz/video/7321647036070219051,0,,2069,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-fskickz-20240108085149-7321647036070219051,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-fskickz-20240108085149-7321647036070219051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2070,3,12,85,1,3464,rayzerssss,rayzerssss,https://www.tiktok.com/@rayzerssss,"Daily Assignments
Comment for what I should do next!
100?",33,1,1038,28,0,GTA online | Sicario Assignment | part 10 | #10 | #gtaonline ,2025-03-09T21:40:35.000Z,https://www.tiktok.com/@rayzerssss/video/7479927911097699606,https://www.tiktok.com/@rayzerssss/video/7479927911097699606,0,,2070,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-rayzerssss-20250309214035-7479927911097699606,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-rayzerssss-20250309214035-7479927911097699606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2071,3,2062,95,2,834,sonoraroleplay,Sonora RP,https://www.tiktok.com/@sonoraroleplay,"Unete Ya

🧿 Discord:
 https://discord.gg/sonorarp",8,18,11700,404,66,De Rutita 🤠🧿 #gta5 #roleplay #sonora #narco #alucin #fivem #belico #fyp #canam #polaris #polarisrzr ,2023-08-09T08:45:08.000Z,https://www.tiktok.com/@sonoraroleplay/video/7265240850802904325,https://www.tiktok.com/@sonoraroleplay/video/7265240850802904325,1,1,2071,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-sonorarole-20230809084508-7265240850802904325,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-sonorarole-20230809084508-7265240850802904325,2071,2071,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2072,3,1528,185900,2,9400000,sebas_rdr,sebas 🥏,https://www.tiktok.com/@sebas_rdr,ᛊᛖᛒᚨᛊᛏᛁᚨᚾ,946,8927,4800000,241000,58700,solo se puede ir con trevor#gtav ,2023-07-23T22:52:23.000Z,https://www.tiktok.com/@sebas_rdr/video/7259150732987829509,https://www.tiktok.com/@sebas_rdr/video/7259150732987829509,0,,2072,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-sebas_rdr-20230723225223-7259150732987829509,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-sebas_rdr-20230723225223-7259150732987829509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2073,3,60,196400,20,1600000,sgtspartan,SgtSpartan,https://www.tiktok.com/@sgtspartan,"🚨😈PRODUCCIONES BELIKIN😈🚨
@sgt.spartan",173,1235,1300000,54600,4531,,2022-05-22T17:37:04.000Z,https://www.tiktok.com/@sgtspartan/video/7100616126043835654,https://www.tiktok.com/@sgtspartan/video/7100616126043835654,1,1,2073,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-sgtspartan-20220522173704-7100616126043835654,https://api.apify.com/v2/key-value-stores/SPx5ZLGM9picd2gTe/records/video-sgtspartan-20220522173704-7100616126043835654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
